acc_no,hash,length,gc,strandedness,moltype,is_refseq
NC_029083,0fb61d0ae60eb9a9d79e3cdd9ceb0779cfd98f793531bc02de059dbb504d2d43,93464,49.51,double,DNA,True
KU595434,90b0b222b7379c47a485b7fb17267db1980689dc79fa22260f9a11ab0afb07d1,41865,49.80,double,DNA,False
MF614628,ba63bf172e844b3fd2944da52c0ad00328f067cdc1ee949906c8ed6522f47240,41448,61.24,double,DNA,False
MK359354,e9467a94a8938d03cfd09b9dd499b5f76a5ccf0c183df29bf4c287d0ab8e4fbd,49593,63.65,double,DNA,False
MN807246,58cd5c153a1d8d4537b59bffb8623e2ff42255eec74f20949b3e3755e88efb47,41568,63.35,double,DNA,False
NC_031118,91e8980ecb2951f786c760c7721d5efbe9680574c8587b7fe00978568b0663e0,54167,66.90,double,DNA,True
MK433275,8b1d41971283e716eb1edbc98049f45e92c8a509815e9fd15266d28d8a0e740e,50531,66.58,double,DNA,False
MW960032,0ecd5650c59250277374ca72afbfe7307071a2cb59310d48047475c6fdb9614a,68757,58.91,double,DNA,False
MZ622162,5438e08063da2e466b6043994d660792411b2cddc8e1e3075cb6155bb19b25ba,43642,66.27,double,DNA,False
NC_015295,2af67f42bb0cafdd825a8f8b1104c5f189206f46da6a502adc6df9f5c009200b,47279,47.33,double,DNA,True
NC_027130,1dcd4f4d8695762fd6af48294f03eac310dbfe0420e389e9c2ce4a05df61e372,172688,39.13,double,DNA,True
NC_031269,88fd6738aed8b2bf93d401ca3d7cbe7079d58fdb8d399eaeeeee6da2f110fc71,51884,66.69,double,DNA,True
NC_001317,eee844809484cf8b97a0b75a437ac0e7c5cd38222c6e611477ffbc6c44bb493f,30624,53.09,double,DNA,True
NC_015296,e2e863d3bc75bae98af17508e2f39bd761d0159a9a852d512015a1b120974be1,157061,45.22,double,DNA,True
NC_029012,c65dfcff0572919e392ee70a5045193a23f65d861b238f51f8737ca1f61e3f87,4623,42.81,double,DNA,True
MZ501066,8ee4b789008459ccf4ce143441ae19f8beb9c64fb0b37b9dc17b85755cdc307b,169509,35.45,double,DNA,False
MZ234042,3a7abf3a2915ad2c56acffebbde904ee5a4f7246b33a3dc844ab7a2884d93a1f,169416,35.36,double,DNA,False
MH572328,13c4e35ea9d1490da3093452ea30a1dd2af72c0cb4888fdcb8b286548659ba02,4053,48.83,double,DNA,False
MK448337,dcaa5c77cee22ab2b23bdeed482a582ae9c6678cc99fac8a3d564b26f46993b0,9983,31.71,double,DNA,False
MK249148,31b361fc1a459c6ee468b1531ac009ea1c7bff8e0791282c151002995c809b0a,6565,39.51,double,DNA,False
MK931438,f741bde7e32f164e2996bf91d8446e1c72d4826dcf692a9ad7af5f413ed3d47c,44748,50.00,double,DNA,False
MK088078,489e3540ff55edca9a5c5807c53cd433a7a3b509bf0e9dd23167e103c9384d3b,36994,57.04,double,DNA,False
NC_030907,8ea8301a78109e382a9ee83c987d5047353492c050bd33d0a2a3373d477a0676,17562,66.35,double,DNA,True
MH399789,6df467e7bc574853e6db578860de9c5c56515f749559c7fc352d7ba8358d96f0,58120,49.98,double,DNA,False
MZ355723,278db6cf10f7c0e6eab1389e15798cba37d2fb4ae1aa1a9f0619015f3139b6eb,49899,64.50,double,DNA,False
NC_055905,3eb36f6f91b8c7d36b6c4ce5df4294b1a761e9f80e21ff6e639cfedfdecf6902,26863,30.44,double,DNA,True
KY000085,5bba5d8b7a6805e8fb2f9e85d4ede4886b79fefd6c0ce1e9e5197c64d7492844,18018,29.35,double,DNA,False
MK301441,f9c6c45b8ceb11b332a33f7961d11662ab936df0a9786e450349452fe8f62784,32855,35.04,double,DNA,False
MK448787,ba04a6fc055347444b0966707ae18babb4d1eb7a744ebdf4dcc31b43cee204f5,34465,43.78,double,DNA,False
KX443326,010fef55647e89ae02c539bd1aea9356e05a55a67262a60956ecca2880796554,41901,66.56,double,DNA,False
MF140431,50df76264fd7929e77e47ca65c7347366b295f542c3ddde5c47dbe136d0a5d32,15546,59.90,double,DNA,False
MF140429,b8dac6f37a59ef8f0cf7627e84810f016e2a01e87353146ba1f017de490d38f2,15680,59.89,double,DNA,False
CP051279,e9e691690b645fac5d397dcda8e0edaf0b566ab972c72c480ad38f20bdfa4b32,39033,46.92,double,DNA,False
MN830254,e0bfec4df1909116a8f19354314b2325173747b6f0f5588a70832cc54e031de8,48969,43.68,double,DNA,False
JX649099,6149c0ee679924555fc49ac2a077d18fb1ac1f34a99e5580a779efdc5b8e2ca1,68004,66.49,double,DNA,False
MW314857,71ab003580477d72c77561309586cd0eb290457a590eeb11f6b8618e8b070fa3,40735,63.56,double,DNA,False
MZ334506,77390f961f19eea3f5575d660285dd8923777df3a57d2877c452bb46da4a63c5,77109,56.43,double,DNA,False
NC_022967,79f2f069b335caefc1e7c74074cbc04e488b90a8a07d306cdce243f4f64a7de0,92495,49.29,double,DNA,True
KM606995,e931cbb0ecdd8d61213e6c8b92be9a605d85c42b9331c729d9e1825c661025d6,168394,35.37,double,DNA,False
MH576953,55bc58af685cc5fb117ca2284e0cd7225389d0979bee8a1049cfe8b482bcf663,75586,62.99,double,DNA,False
LC545443,026819ac42bf4d0759c82962daa91b008776cd84e36766159ba13e1e75dc4b8b,40465,39.16,double,DNA,False
FN997652,78cccfd0e84c90edffda05349244342536158c12716f5cb8973e31abb12b895f,63748,39.71,double,DNA,False
NC_025463,bbf48728e7a57a0c5e04a734c6b06e6168a01caee6ededf97ecdad25c4693c8c,49640,39.82,double,DNA,True
MH025888,1bf7bfe1dcf32c88cc42d6aeb552a84efcb281b41c0e4e709166c6e9ffde56a5,64592,59.70,double,DNA,False
MH015257,56727fabb85fecf7e5c0eb96c2ca198add278e8a198d90e6147b10e4870d3ff4,74792,47.91,double,DNA,False
MK448808,7ca76bb72f3f91db04f118e749d16382937d9899381c4fb2acafcf06c3feab74,33242,41.07,double,DNA,False
MN722429,080098388616b31db0bb2587144a9b2aa708a15026ffb2ac48514de5346ab696,42372,49.59,double,DNA,False
MF668282,dcb0ffe79def5c2a82d96730e993714d2e21a9870db2ad415dad1953c1ba27cc,51238,62.05,double,DNA,False
NC_031279,d050f2220098915ac98e3914cdef6b3fe2b84695ca8da5591aee0d63dd95add4,52129,63.07,double,DNA,True
MN234224,c3434d4d7324020a4764e11edcd3052c63dbc6e326f455c90334813259a44711,59173,52.95,double,DNA,False
MT889390,1469060639020479f6f9752951a873ef3f980b726cea1b68a9d83ed5e1ae714d,51374,63.87,double,DNA,False
MK279912,cd0c8de36805a7aa9c41271f800a70b4dcf103a9b75b3e721ed5da9368e63283,46221,66.63,double,DNA,False
NC_055790,fbcc6263e55ea3580017f435969965cf58bf3a40a6094014a87821d63a3f4ef6,73210,58.78,double,DNA,True
NC_022982,e02b47e261125a98d17aa2999a60b38aa1cfea61160a6f421f3c2c32ce2b9c6c,43869,60.17,double,DNA,True
MW598258,023aaf72ff9cf78e4043e15b0570c55e7f99d0fb480021305b1e3ec1d7b9019f,49223,42.92,double,DNA,False
NC_055766,56ed9b608443325a126dedea30e1d36227619ecd52010687102cbe8755feb0dd,67773,65.84,double,DNA,True
MZ443787,9471ac31a152211a446bfdc6e6e84e11b10fc1edfe252b6a82ba5b80fa4842ba,265365,49.37,double,DNA,False
LC616062,1ef3a745b815cb93f669b28421b56fe7f37fa7b66ca5608441fe660996c0cea6,66709,49.56,double,DNA,False
MZ669808,962ab41f2f523d0ed26860bd7a05fc912c28630207537f2d1c63d30d6e38b252,52494,48.57,double,DNA,False
NC_047826,1290af4ce1647b7bc1bed910a9268116ccd50376b988ba09cdff36013a1bc4fe,40214,57.42,double,DNA,True
NC_049383,650e9e81a015f5f7147a771c87938b216bbd5e035d41289b4a6c92fcedeee58f,234670,28.72,double,DNA,True
NC_042315,0104573454f2cf8c3d5d6fb38ca1687ef9a6bea25c3ccd877bb3c74435f67fd4,56719,61.13,double,DNA,True
NC_011421,9c82e7eb15fbb7c3234baa6137d446047c75a068caf7f613f43de7b4298b7b4c,132562,39.96,double,DNA,True
NC_022765,a4d0d4e7b21e51ecac1269540ac2e7e3e545d5689592029e75aeda6e6d0ebb1f,49836,41.46,double,DNA,True
MH572418,2d0bf58ba04249231d873cbfb3888f58712a4596f58c6ee9c78585eba6e30c4c,4661,47.48,double,DNA,False
MK524485,50cb5ea3a1b2816c3172e4da4d6b30aebdf16f0e36a0ddd8ca0b621f368681b4,54464,67.58,double,DNA,False
KX349283,99393c67160aa528ddc129a5802b294bede9001f63b65c6f87f019187c5a24cb,175247,42.17,double,DNA,False
MH572288,b5a2e683aef883e62f5904cf510e843651b7567de72ccb59fd02444dd7a4f018,4308,36.14,double,DNA,False
MH572487,f1431b8d2eec778b4b722736d14d875036e2b5cca190e5e6bf6556370cf8a027,4521,49.50,double,DNA,False
MK448893,44332990252f941e9edc83fb8f8dbc64608ffe3b3e0c9f396ca9f0d19df84444,35527,38.08,double,DNA,False
MN153503,39ea335280cb7d70666d4a786689ca96230fc2aafe10e78d5c08d2402e6c9061,165032,37.58,double,DNA,False
MK257723,c1dd651f078b8153a8f28343de2513478b087c36f65f705d426756b6e0f7bd74,41981,39.16,double,DNA,False
Y13918,69a04a2ae6d33ee7f897622669376f18e4bf8d6209e0548469a7236da085525e,35559,62.62,double,DNA,False
KJ019154,a717b6345c4f9d901f55d9c30841627c30c1c01f437de9902fb5657a4c3327ee,172681,39.13,double,DNA,False
NC_055785,d694f4d3216bf77b58b15a16cb5a8013a1e8d62147746c2482f2ac88e295941f,59655,67.56,double,DNA,True
NC_054440,45bebfb8ec099de2e66e63a18d10f26ac0d2557cd1dcb7704d167f7307a2edf3,41077,66.43,double,DNA,True
MN013081,7554e2e45815dabc12ccbe08e63952a863a7896077ffb76dd9c019a1dc5b5710,169384,40.70,double,DNA,False
MZ089774,19d4dc584236a52fcd465896c962e117f6ab78240f1ad9cec26346d1d4c4aa08,5162,44.94,double,DNA,False
LC616076,6114ef664e3635c5a017fd97fe428d8a52449ac175e066586b7f2f0f8c72be32,65398,49.49,double,DNA,False
MK496683,87c6dca94e453353c8a19e746b6530619936416bd686ac7adc79aa96c78ed2c1,6391,34.77,double,DNA,False
MK962640,1ae3fdcda2a1f213b77d3e241aca4378a97e884c1acec4f6367c85b0007cb311,43773,64.51,double,DNA,False
KX349247,06378f18aa9ca4489566d5cbf311508500dcfefb82f63f0130d31aa8d0e3cc66,175437,42.18,double,DNA,False
KY705285,30eed09ba7fdc4e75b7ac9ae1f4394e1e8cd2b3ae7387af3062db407ac17424b,34638,40.04,double,DNA,False
AJ748296,a82d20eefa825586f627e495ef7971e3186a07f760c5afe11dfee8096a812c04,33641,25.28,double,DNA,False
MK524519,64ea5a56c8ac2b7b5fb449ac4e6122a3b7ade5a32b3c6b11ee70ff772d9de8a0,51333,63.85,double,DNA,False
NC_054638,c6ff7cbbaf8240327bfec20823c346eec86ac650cee05866d79de3fc3f44f006,45126,46.17,double,DNA,True
MT002975,9bbb292b53406669e0e2df470de33721564a15211d2c7bbdedbe46c2e5c25ec5,38321,48.20,double,DNA,False
MT684589,1797c28fad7817c3412fc93f381a68bf1241ce741ca638e5fc781db364a6dc63,55713,59.50,double,DNA,False
NC_055874,88dc722eec2bcd158106020d5290dbddd2673a0339bc15c0ceb21d3e344a02ed,91101,30.73,double,DNA,True
MH697585,d6f18ccd9c89900d45694c36ad2cb5d62ebac7a9e25f035778d950c1f462b184,43697,66.27,double,DNA,False
MK359362,ceb8b9670c08e0f09ff5ebbb6b0006b8ac959f311dfc57d0ca747ccb9db7a0fc,154553,64.75,double,DNA,False
MT497277,9080ae5d010db8ac781a07107dce7bac0f6ea2f9eb7b84f05fbf71897f194ec0,80342,38.23,double,DNA,False
MT497264,8176bb466dfbc3de456c445f0bd9c0ffd40a6aa8c964d68756bc53151aaf1c60,80556,38.29,double,DNA,False
NC_020077,8106b9cf11aa8a983eac91d8ff35ab6165d0f36412f5c9a337daa195771ef231,76107,35.10,double,DNA,True
NC_007817,388152756d49626c5cd0edf3e5d23c85bf0c8a3416ae286e948928b03bf5a9fb,5486,45.75,single,DNA,True
NC_030905,8c7252026e6977afac1199b530a7ca0b0ae3e9f94216756864aea60b195c8b9f,73752,59.13,double,DNA,True
NC_029001,72e680ab609de990d3e6f064732cd73c7d43f65afb8c611907ed8592ab4e0c1c,32000,29.26,double,DNA,True
NC_047745,a6babec100a59c04575a47fdb61e2f3242a545d6328f90cb21cebcdc7fe236a0,135764,35.87,double,DNA,True
NC_048868,1490bb17e8cc98e2b608ac064e6fdc849764087e27e571a64e8fc0a162f4c6a2,112006,39.93,double,DNA,True
NC_026010,848afda215f5eb9861557fb88d241a638e7abda3a35d6411f9ed66515a62a62d,50109,45.44,double,DNA,True
NC_042052,bfc0f4c73981c499f44c218816534526cc428c59cc90321eeabd6c03f0ef1dc4,50727,66.23,double,DNA,True
MZ501104,de20962986ffd42f0250530803c5a74a84edeba4a753d47517e64e8c40521650,60068,44.65,double,DNA,False
MH590590,3249e96ad4a147f24359908166312b6b58a62a390c251b7f99a183bab9595a2d,41872,63.36,double,DNA,False
MK672804,6202b87d49c82d8998375d00a6a74cee77ca3f83a6eb1a785ce578df5ceab407,54138,43.06,double,DNA,False
MK799650,05e3f825db1b33c72bee73e8cf62f43ddfddb04114cd1024a4db3a895ec54809,87872,54.76,double,DNA,False
MT771349,b56bbd10b7ba70ca4a60ef44918fde03396cea76e959288d1c699c90d2d787d6,74429,58.72,double,DNA,False
MW286157,016792e3a15ffa8e1154d25d642b32451a0d238ea03378bc9228ef77060c4b76,165973,35.37,double,DNA,False
MW367417,362b61d52d8005b212bbaf612a884b0407ecfb3f2f5ad14ae89f055fb6e25d25,146054,50.39,double,DNA,False
EF380026,38b2e81a2652bdea7933fd49e58a60206f1e2fc191e833820e1074379357f649,5386,43.91,single,DNA,False
JX570708,8fa08edb12a60ba1d0244872697f845e1cd19a98ed058803a915b8be757242b8,29453,53.82,double,DNA,False
NC_024356,07cfab9ba52f04e57eb0de94c83803650e704ef5d58c604d0ddbf6978a462780,42597,35.18,double,DNA,True
KP087938,ed9f8aa7d794f8abb99e9eb007e6462d49c13a6c24dc3cf1e7e87ccba73b2462,4426,50.93,double,DNA,False
KX507045,2c4ca21bda51e140a98026aa4508034b964e668aebd07eb5a8a6b74eeed73950,40823,41.67,double,DNA,False
KY065496,38c66ace60f6eab8286f278af7d42bf08d2856cab778cad2684c9956c83e7b59,41977,40.11,double,DNA,False
MF959998,198c8dab8256694b45e44bb712d741b2a96aff9c6d4f551a1ecc0fcae09d9e7e,58226,51.90,double,DNA,False
KU578077,21ea3a61bf0a4585eb2a4f3622c47630521de46a17e1d009a7ec7bde3d683054,50877,64.00,double,DNA,False
MT776808,ce64a5b9d0e7fe9daee8789068b8592ff8ce7a8c3a63a82a0ee07c9184ea8fdf,47166,60.71,double,DNA,False
NC_055797,ae086b95f936b4040c6c80000298afd522e7aa6ccb047493f262d623ffef9373,59514,67.83,double,DNA,True
NC_055857,8f19ed506e03f2fcce5010908d9585279814e1ab186a008e40ecdb1a9e4a5ae9,57764,67.82,double,DNA,True
NC_055891,74897c7a557117dd16b0eed312cb2eb53b26ef443a5e797f3eed9a396f004312,100198,33.09,double,DNA,True
MW042792,ed5dd2cb2fe494dc1f7e078904f18c29d739b9b10d4be58813c50d6607d81584,40770,53.19,double,DNA,False
NC_021063,11b32da76032d6568e4ea8a12654ece1fbc503f8981347d7c57b345051d09449,47724,58.64,double,DNA,True
NC_011292,0c8a09e06f81d8d5f998c8874230f4283dba0591ca27775456791be363ea1420,68952,57.34,double,DNA,True
NC_020870,6e9763e1353202c626af5353bcbdd3a730209288362866eafda1c659f24a3e49,25865,36.60,double,DNA,True
NC_031128,c00435239b24386f4e46bb6ab2a8b44422299e188a1e1e36550fff22bb2456bb,158081,44.61,double,DNA,True
MH572409,d88cc576eb404954d4820be2bd6eac06a84f9c4673b2002587d7a077eec895dc,4124,53.66,double,DNA,False
NC_062745,ad72c997fd63c5c59382e5eba8df8d25c0b58db7f6090fc605acfc3e7a17292d,47186,28.82,double,DNA,True
KY951964,d8b5c75bdc6894110f573ba283dda95bbab4f7015e7e4ef1bd54fd391a1c96b3,46481,29.83,double,DNA,False
MK448687,206b8ee9a63e6c0c5bbadac5fab6acf2822014e7a155db8411be4f4d0f8eb5d7,36052,41.18,double,DNA,False
MK977696,9ffbead4406835d274cd2f04a554aa13b8ee4d490e85df9b20c094ce6d4df0d5,151316,66.00,double,DNA,False
LC472883,047f267f60f1a599b1a8082003d1b0713e4f1496362def3b4b09e05bbf38e4d3,66257,55.58,double,DNA,False
MN812204,af1e6af845e9cbc1a1952b4388f91881c6aa01a47eabd33dc43ebf5ba865b607,34627,37.55,double,DNA,False
NC_028979,5a213099d4574e7206d34bd08fff554f91109987327cd65707dacd9e0589b7ef,57253,67.97,double,DNA,True
MK450429,d7480d95eef0b8ffbd2313ab52ff5f4684097b9b37194a49acfcc71cedbd52e5,154734,64.74,double,DNA,False
NC_016164,72bea8a0adcf78d8e88ebb8e79475b1cae96ef3ab42ebedd1be5858d61493318,30332,58.75,double,DNA,True
CP067352,c57cea81265eb0532fc04c0f6b5d83dbf944dacf654a2f43b71ee161c486e3bd,113019,26.49,double,DNA,False
NC_047759,537dd2a2485f725fb56840c3cb6c3909afd7df66053d7117d3e1f1f95068867c,43872,52.19,double,DNA,True
NC_019528,fc555db86a41d714c036ff60ff7aead553a113911b5b0c31d85de39a918a4802,41572,56.92,double,DNA,True
NC_025450,47f1997c274a8d599908d78fc2a30383663e09533dbd9f06c7e8d68ac2266f58,44366,51.00,double,DNA,True
MZ501103,7f04f2aec355668ecdff9cdfcf7be7c02a34c9d6b44e3fbe9f05faf3e71103c8,107080,38.82,double,DNA,False
LC616044,42637553f436bce0e919d7b37a23d2e14ce06c314e41a97fb4a2a4ed988959ba,65422,49.48,double,DNA,False
NC_019543,102e7e35470d8267111e3e5c83e41d2d581d699c14e02dc705f12685c41e2cc9,160646,41.23,double,DNA,True
MN734438,ad6fcb38039752d128f40757053b1cefd2ceb84bec995a5912a732f9ae520e8f,44200,55.97,double,DNA,False
MK894436,f5ab942c2bd4dedfe0b6f85a3ef79f308917b36a4a2211502f4b4b3153f12c0f,114220,53.21,double,DNA,False
MH536821,7d8e13c4a641061c741fe456d564294d6d28deef8d085bf7778f103f3710a5a9,59708,66.56,double,DNA,False
MT732465,e3acfe2a2ce6204229e46027efa6e27eb9f01a0945b22d47d3f76258db01d735,44820,28.95,double,DNA,False
NC_051735,4a814aa7bdda9bc781ca99539d9aecbb2328b7311d2d98d2d5c4ea9c97dc89fd,45680,67.26,double,DNA,True
NC_055918,e34f47bb8241ef8d4d86a382831510dd0bf33e7d39fd91104ef88b601693410e,72623,58.88,double,DNA,True
JN255163,f90644edc14f86dd737041c8199b1ff29ba2aee08c849e00afb28ab4f788bdd3,34719,41.57,double,DNA,False
KT264802,fa39d11a5d37a6826c4ed678307a36e13dbac93b85bffd9a59e481d16ebf1ca9,5065,45.92,double,DNA,False
KY626177,06dc9f104cd687b826bcedafb5b7205218afee66368a6a005976221df2f0906e,44244,43.36,double,DNA,False
NC_052972,c24f9e0931c4eac08102894f43445b0fac0e3f417280ddf8c1622186b98e934e,59573,64.12,double,DNA,True
MK433582,8f621581e57b0d5066244a0abaabe3069bced08fb824692130e38e07bc387a02,33326,51.46,double,DNA,False
MK448861,140ac0b917c705db3b59ac1a99fcd55cd54b2e804f8fc0238ea745d8181bcfa2,38137,41.83,double,DNA,False
MK867354,fa55e3f3671f8ee2dee41c0997406fc9fb5e4bf5824dd433253ce81401047f6a,228827,36.84,double,DNA,False
MT498057,20f5701b5284e32997af35df106d07fc1ccea89335121b34a8e5ef858dcbf721,42350,66.52,double,DNA,False
MK112544,d2bfd0a036d5ec7ae03f20c60c4a82ffe9478680575a5ab539f4fd353cca3e8e,69085,66.41,double,DNA,False
NC_049418,fbb262f988166100b8b15eb8daacbcf4f4fd3ead648c09ba2c38ec94e5fc068e,30072,34.95,double,DNA,True
NC_048839,dfa4f30d6964b232049159510d44eb5a0fe2d4286413f23f052e5017ea6f534a,38134,29.40,double,DNA,True
NC_024390,0776ab7e5b7d899f2045b8619d8689229bd0df844bd20ec51ec165a254045e37,26752,36.78,double,DNA,True
NC_028746,3415ec803eefabab013597ae9cac86e57dd52f508959b35f771f2a5df854bd43,44249,40.16,double,DNA,True
NC_041869,4a9d8f4ea0a1d4b69be1ab6cdf2bd31fe2cb5878a80700c0b3da95ba64485591,135400,43.59,double,DNA,True
NC_006882,5db78511685bfee2fec598e4ea580a420d2f3d13e9bda91666940f4c4f4eabc6,45176,38.82,double,DNA,True
MK496718,f436562a6885f847305276cbd5148038d88ca9930e44eb74396cbf745d6b7bea,4514,35.76,double,DNA,False
MT657337,28c3813941f38d043ed8a861151fa9f6737cc68c36d25a40b298edd7acb3707d,54839,59.81,double,DNA,False
MK756096,b5b8338a453412928c7bf7e672c1f615e2ad51766cbd21bcf133afa0369af615,46511,29.93,double,DNA,False
MK450425,833709bf68673392ccb3cf0270f2f678ea6b09c3b3d336844d9ed3b661c589f4,156606,64.76,double,DNA,False
MZ230992,a4bf650094d56258d23a1b04c557bada633b46e5e8da28e3d92ce5dd70055b71,10597,47.24,double,DNA,False
NC_011523,8c1c3fa64760d091a09f31f749c53f42db029da605e9a29971f9531888a4a4a8,14398,38.65,double,DNA,True
NC_048045,63bc9ee4c8f39a0f59030e9e36a740514ded817d1178f3f605313aa180726aec,220934,65.69,double,DNA,True
JQ780163,64964bcfc8f35ae553b040dcf283da20de2fc595e003a90c22bef2f61806baa0,39481,42.62,double,DNA,False
NC_030951,647fd9f02678c0081ed085be41ad3c0f50e0978c066a8e2e366508fcf83c2957,38243,29.06,double,DNA,True
KR063267,e2e5431757174306c14d5cfc05be82456bff8c1bf161680eccce38eafd19d007,5714,47.25,double,DNA,False
KJ019036,bb68e0db8dee2ae4712a89b31cde2aa2fef38ae0b60ba88e5a389d815d52d85f,179107,40.29,double,DNA,False
KY065451,9aa396f475aec2252f14b6efd0ef2e15777d2a11af7c78552a4ccddc5426a694,41185,39.99,double,DNA,False
KY653126,32f1ee7a85f0ac68f964008d706259e156fe150634b54de818fa20cfeca8994f,42706,34.17,double,DNA,False
MK448743,3d15d58afe0cbca95d503a585926804e60f0ba04208a6f6fe6ccf515a7ba637e,39366,39.25,double,DNA,False
MK719720,7e9a5f18b4cb88362e6e533ba359a577c74cd3168bbbd51e999b3e995a295e25,80342,38.23,double,DNA,False
MT310880,eeb2581ab3645b8cc53b89f35ef8837fe4b7ba5273acddeba31fc82e5f8a4823,45969,64.09,double,DNA,False
NC_029077,d47bc9ca6b45b9c75f2180d97eca9c790db7595c57250288fa519ca0ceeeb76c,52155,61.52,double,DNA,True
NC_054450,94bc3d5ffda966e6e4bc5eb3d654de2b389b773a14b17365f7b57d7222933575,44333,66.54,double,DNA,True
MK450422,f2a39c4b86dc3006b1de91c36d7050d0c6732037a8216fcfcc392d7367cf9fa5,156319,64.71,double,DNA,False
NC_061445,9155b9125df2fe7f8cf6d74a85557546d5b742027d45cd4b9fae6748bc81d5ae,266175,49.50,double,DNA,True
NC_015252,7889f174bf3d38171d4a3c1a0d2ecea634059060c05ca1abe5bd6bed671ec960,36953,37.30,double,DNA,True
NC_020203,5dec5af2d1319f2d7bd312e5f16577be1e5ae6ace1fe23097f2cf95a3ab66483,37095,64.24,double,DNA,True
NC_015466,6b2802566a7c653a1a98f065eee8610c0c8a2be7b6330366b969bd19b3136ffa,62668,57.88,double,DNA,True
NC_042076,2de5c4c4b8ef4972b68eaf6f3f47e7c99967699f3c2d21475884a991babe0596,90092,39.03,double,DNA,True
NC_022342,2dcc0079fb361d0ce30b410881c22375d2a3c79921069251aaff00564223cfcb,29140,54.33,double,DNA,True
NC_048208,0f2c211c9ff72425d39f38e085a86909edb87435a6132b026646cd6ddb5bfb79,46553,43.57,double,DNA,True
MW927524,2fde5a0623548463939d3e62ba0154e57fd697406c26beb50b665c0920216bfa,39482,41.44,double,DNA,False
LT962380,d5b4fb26dadc29503042f419b4b63a26c3af2917586fb3694564fc674c9e1d1a,40429,45.47,double,DNA,False
MT771346,8807c0f77d54cd52396f23373edac5b20ad81c8450220fd7eacbeb92c8b8b243,48397,66.02,double,DNA,False
HM753686,0be1c82ecde1c6d055750473aef78940b8a548ad77dc80e0d2defde9c2f4f273,5386,44.80,single,DNA,False
KT870145,d44ebac4c75890ae6f3c11e379799bc242f1deaef6418b61da81c9d0f7483bfe,146135,56.35,double,DNA,False
KY065494,c024b1fb27826686bca99348c2a74289434fa6e4b49b1119c94383c13ed948cd,33084,40.19,double,DNA,False
KT588075,f67c49ce85bcefdd779c6ce8748390b1f6bb764734619350b50e8b6fb14831fe,61304,39.35,double,DNA,False
MG820635,0cda0ad263c3595c1456ec0c2a4754e9ffa0e237313e74073990c2263bb474d3,29370,54.07,double,DNA,False
AP019415,28138279a1c1331abd441ed4a1ca4bb311ab4de7ebbe8664e62f6793ee381aea,42551,56.38,double,DNA,False
NC_055890,2ed17e76eedc4a63230fa5e4a2ac6bf24d1c8febb09856141165d3abe2d9b5c3,97290,33.01,double,DNA,True
NC_051737,d0e6f92e336bc50e76d61886566a099321649afba42008e59b443652bedb2c77,47612,67.37,double,DNA,True
MH744422,f9b8eb3cdd56fc12691fd9f67357e961020855236c0a55a7bcc00f4a73f85ed1,156288,64.70,double,DNA,False
MT863727,344ed5f03633797f93e722b0a5f6d6d88215eb8061782584d89e33fc66d6de00,132742,26.21,double,DNA,False
NC_047892,ae2df5c1fc17a5bf24794adf409d486bee874f61997533220202936fdd620811,77354,58.88,double,DNA,True
NC_029091,ea1c6124defdea095d7b649272e067f89beff870c7c01d07f7f6b5bdbe0c6be9,168771,37.71,double,DNA,True
NC_047803,4a8c1e91c8a58de44159db040e2774e08f26a23bbbf65ab078b98899c70f002a,43121,43.40,double,DNA,True
NC_048870,9d696c84a65bed459eeadfddfc64a24bc4820315ef4a72ba3564962b0d5272f1,112477,39.96,double,DNA,True
NC_048138,c7397d1578b1539bd1de39fb54015478b5ddb3e3f3b85d9191b087d7822b22e9,40352,53.14,double,DNA,True
MH572276,48f142c14fd0216fe3ad1fdb55ef17bf3e270317e87eb3cef7ad562fbb288011,4767,45.19,double,DNA,False
MK448971,105b3c8180ac101d3cb9237baf63c1b1930973aa49f49b467a54cf7123836584,44039,36.17,double,DNA,False
MN045231,93a27d3b759a3752267f516c7a1f2188ecfa93fb8d87b5a7612b5157596f94ed,79429,41.99,double,DNA,False
KU130130,5550857a373f673feddf5ff85aa34c36ab86445d61d11a7c68519887c853a801,93385,44.97,double,DNA,False
MK448703,373d6f077c7bfa74bd3bd038ed872258a80a52bc48e803f454acf2e7638e23ec,45067,36.85,double,DNA,False
MK721194,54d4b0bb7b7671657444d3d4c15a344fc331b0c05c7d2dab04d2863e465ce51f,58018,40.03,double,DNA,False
MK719732,c3cdf80602931d32b572fe540fddc6b8e0fcbcfaed8d69cb9ea2fb55b43ccbd8,81477,38.25,double,DNA,False
MK765584,3d0e1e8990f9bb5769d67535bd3db9d58bda928b47a12a40ed3eb3fbad01344f,4250,49.72,double,DNA,False
MK765614,7d40a06bbf73fc74182d14defe979fb1f29322d532794ffca60d3cce1ae8e2cd,5810,41.58,double,DNA,False
